mr,ref
"inform(name[Diablo II], release_year[2000], genres[hack-and-slash, role-playing], player_perspective[bird view], platforms[PC], available_on_steam[no], has_linux_release[no], has_mac_release[yes])","Diablo II is a hack-and-slash, role-playing game from 2000 for PC and Mac. You play this game from a bird view perspective. It is not available for Steam or Linux."
"inform(name[The Wolf Among Us], release_year[2013], developer[Telltale Games], rating[good], genres[adventure, point-and-click], player_perspective[third person], has_multiplayer[no])","The Wolf Among Us is a good 2013 video game developed by Telltale Games, with a third person perspective. It is in the adventure, point-and-click genre, but has no multiplayer."
"inform(name[The Sims], release_year[2000], rating[good], genres[simulation, strategy], player_perspective[bird view], has_multiplayer[no])","The Sims is a simulation strategy that has been around since 2000, and has good ratings. While I was disappointed that it didn't have a multiplayer mode, I enjoyed the bird view perspective."
"inform(name[The Witcher 3: Wild Hunt], release_year[2015], rating[excellent], genres[action-adventure, role-playing], platforms[PlayStation, Xbox, PC])","The Witcher 3: Wild Hunt is a 2015 action-adventure, role-playing game. It was released for PlayStation, Xbox, and PC and received excellent ratings."
"inform(name[Tom Clancy's Splinter Cell: Chaos Theory], release_year[2005], developer[Ubisoft Montreal], esrb[M (for Mature)], genres[action, tactical], player_perspective[first person, third person], has_multiplayer[yes])","Tom Clancy's Splinter Cell: Chaos Theory is a tactical action game by Ubisoft Montreal that was released in 2005. It supports both first person and third person game play, as well as multiplayer. It received an ESRB rating of M (for Mature)."
"inform(name[Madden NFL 15], developer[EA Tiburon], genres[simulation, sport])",Madden NFL 15 is a sport simulation game that was released by EA Tiburon.
"inform(name[Never Alone], release_year[2014], genres[adventure, indie, platformer], player_perspective[side view], platforms[PlayStation, Xbox, PC], available_on_steam[yes], has_linux_release[yes], has_mac_release[no])","Never Alone is a side view, indie adventure platformer that is available on Steam. It was released in 2014 for PlayStation, Xbox, PC and Linux, but not for Mac."
"inform(name[Hellblade: Senua's Sacrifice], genres[adventure, hack-and-slash, indie], player_perspective[third person], platforms[PlayStation, Xbox, PC], available_on_steam[yes], has_linux_release[no], has_mac_release[no])","Hellblade: Senua's Sacrifice is an indie, hack-and-slash adventure game played in third person perspective. It can be played on PlayStation, Xbox, PC and is available on Steam. It was not released on Linux or Mac."
"inform(name[God of War], release_year[2018], developer[SIE Santa Monica Studio], rating[excellent], genres[action-adventure, platformer, role-playing], player_perspective[third person], has_multiplayer[no], platforms[PlayStation])","God of War is a third person, action-adventure role-playing platformer released on PlayStation in 2018. It was developed by SIE Santa Monica Studio and has excellent ratings. It has no multiplayer."
"inform(name[Assetto Corsa], release_year[2014], genres[driving/racing, simulation, sport], player_perspective[first person, third person])",Assetto Corsa is a first person and third person driving/racing sports simulator released in 2014.
"inform(name[Life is Strange], release_year[2015], genres[role-playing], player_perspective[third person], has_multiplayer[no])","Released in 2015, Life is Strange is a role-playing, third person game with no multiplayer."
"inform(name[The Vanishing of Ethan Carter], release_year[2014], genres[adventure, indie], has_multiplayer[no], platforms[PlayStation, Xbox, PC], available_on_steam[yes], has_linux_release[no], has_mac_release[no])","The Vanishing of Ethan Carter is a single-player indie adventure game from 2014. It is out on PlayStation, Xbox, and PC, but it is not on Mac or Linux. It is available on Steam."
"inform(name[Alan Wake's American Nightmare], release_year[2012], genres[action-adventure, shooter], player_perspective[third person], platforms[Xbox, PC], available_on_steam[yes])","I heard about this game, Alan Wake's American Nightmare, which is an action-adventure third person shooter. It came out on Xbox and PC in 2012, plus it's available on Steam now."
"inform(name[Need for Speed: Payback], rating[poor], genres[driving/racing], player_perspective[third person], platforms[PlayStation, Xbox, PC], has_linux_release[no], has_mac_release[no])","Need for Speed: Payback is a third person driving/racing game with poor ratings. It was released on PlayStation, Xbox, and PC, but not on Linux or Mac."
"inform(name[Assassin's Creed Chronicles: India], release_year[2016], rating[poor], genres[action-adventure, platformer], has_multiplayer[no])","An example of a poorly received action-adventure platformer is Assassin's Creed Chronicles: India. It was made in 2016, and it doesn't have a multiplayer option."
"inform(name[Commandos: Behind Enemy Lines], rating[good], genres[strategy, tactical], has_multiplayer[yes])","If you are into tactical strategy games, you should look into Commandos: Behind Enemy Lines. It got a good rating and even has multiplayer."
"inform(name[The Elder Scrolls Online], developer[ZeniMax Online Studios], esrb[M (for Mature)], genres[MMORPG], player_perspective[first person, third person], platforms[PlayStation, Xbox, PC], has_linux_release[no], has_mac_release[yes])","The Elder Scrolls Online is a MMORPG and is rated M (for Mature). It was developed by ZeniMax Online Studios and offers both a first person and third person experience. Currently, it is available on PlayStation, Xbox, PC, and Mac. The game is not available on Linux."
"inform(name[Super Mario World], developer[Nintendo EAD], esrb[E (for Everyone)], rating[excellent], genres[platformer], player_perspective[side view], platforms[Nintendo])",Super Mario World is a side view platformer developed by Nintendo EAD. The game is rated E (for Everyone) and received excellent reviews from players. The game is available exclusively for Nintendo.
"inform(name[Need for Speed: The Run], release_year[2011], rating[average], genres[driving/racing], player_perspective[first person, third person])","The 2011 racing game, Need for Speed: The Run, was decent and offers both first and third person perspectives."
"inform(name[Tomb Raider: The Angel of Darkness], rating[poor], genres[action-adventure, shooter], player_perspective[third person], has_multiplayer[no])","This poorly rated third person shooter game, Tomb Raider: The Angel of Darkness, takes you on an action-adventure story with no multiplayer capabilities."
"inform(name[Age of Wonders II: The Wizard's Throne], rating[poor], genres[role-playing, turn-based strategy], player_perspective[bird view])",Age of Wonders II: The Wizard's Throne is a bird view role-playing turn-based strategy with poor ratings.
"inform(name[Tony Hawk's Pro Skater 3], rating[average], genres[sport], platforms[PlayStation, Xbox, Nintendo, PC], has_linux_release[no], has_mac_release[yes])","Tony Hawk's Pro Skater 3 is a sport game. It has received average ratings and was released on PlayStation, Xbox, Nintendo, PC, with Mac support. It currently does not have a Linux release."
"inform(name[Final Fantasy VII], release_year[1997], rating[excellent], genres[adventure, role-playing], platforms[PlayStation, PC], has_linux_release[no], has_mac_release[no])","Final Fantasy VII is a truly excellent adventure role-playing game that was released in 1997. It is only available on PC and PlayStation, with no Linux or Mac releases."
"inform(name[Resident Evil 4], release_year[2005], genres[action-adventure, shooter])",Resident Evil 4 is an action-adventure shooter from 2005.
"inform(name[BioShock], developer[2K Boston], genres[action-adventure, role-playing, shooter], has_multiplayer[no], platforms[PlayStation, Xbox, PC], has_linux_release[no], has_mac_release[yes])","Developed by 2K Boston, BioShock is a single-player shooter game that will have you role-playing through a well constructed action-adventure narrative. It is available for PlayStation, Xbox, Mac and PC, but is not available for Linux."
"inform(name[StarCraft], genres[real-time strategy], platforms[PC])",StarCraft is a real-time strategy that has been released for PC only.
"inform(name[Spider-Man], exp_release_date[September 7, 2018], genres[action-adventure], platforms[PlayStation])","Spider-Man is an action-adventure game for PlayStation, with an expected release date of September 7, 2018."
"inform(name[Metro 2033], rating[good], genres[action, role-playing, shooter], player_perspective[first person], has_multiplayer[no])","I would love to introduce you to Metro 2033 when we get home, since I know you are a stickler for exact information, I'll tell you that it's not multiplayer, so we can take turns, it's in first person perspective, and it's an action role-playing shooter. I'll even tell you that it has a good rating."
"inform(name[Mass Effect 2], release_year[2010], rating[excellent], genres[action-adventure, role-playing, shooter], player_perspective[third person], has_multiplayer[no], platforms[PlayStation, Xbox, PC], available_on_steam[yes])","Mass Effect 2 is an excellent single-player action-adventure game developed for the PlayStation, Xbox, and PC in 2010. The third person shooter incorporates role-playing elements and is currently available on Steam."
